trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-103.44395987653958,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.8522630718903668}",20,0,-10.523539282265645,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.8514774432500848}",20,0,-78.99820665146255,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.8506898987859148}",20,0,-60.678557934984575,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.8499004402698315}",25,0,-79.01440183040992,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.849109069478116}",25,0,-210.30813991452766,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
372,False,"{'a': 0.5, 'e': 0.8483157881913526}",25,0,-132.90314057183352,"{0: 16, 1: 1, 2: 3, 3: 4, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.8475205981944235}",20,12,16.46714193089761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.846723501276506}",25,1,-41.33104439191935,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.8459244992310679}",30,0,-209.47112621662146,"{0: 19, 1: 2, 2: 2, 3: 4, 4: 3}",0
376,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-106.36917859191279,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.8443207869529293}",25,0,-91.63913232619453,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.8435160803285807}",20,0,-120.68947954869775,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.8427094757934073}",20,0,-20.123966602953338,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.8419009751622687}",30,0,-96.11513262303856,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.8410905802542913}",20,0,-175.60535617713447,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
382,False,"{'a': 0.5, 'e': 0.8402782928928632}",20,0,-116.4405391687102,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
383,False,"{'a': 0.5, 'e': 0.8394641149056304}",20,0,-126.76049761991045,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.8386480481244933}",30,0,-170.67947785188855,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",0
385,False,"{'a': 0.5, 'e': 0.8378300943856019}",25,0,-101.618609579774,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
386,False,"{'a': 0.5, 'e': 0.8370102555293514}",20,0,-19.43839623266167,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.8361885334003791}",25,0,-152.37419181075825,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
388,False,"{'a': 0.5, 'e': 0.8353649298475595}",20,0,-38.64555800853247,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
389,False,"{'a': 0.5, 'e': 0.834539446724}",20,0,-59.66729363388678,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.8337120858870376}",25,9,-85.21575318636627,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.8328828491982335}",30,0,-115.08632267762194,"{0: 20, 1: 5, 2: 2, 3: 1, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,0,-89.87636209544702,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.8312187557324463}",25,0,-147.80920807870746,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
394,False,"{'a': 0.5, 'e': 0.8303839026996727}",25,0,-68.32714357195755,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.8295471813034682}",25,0,-145.7065537156552,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.8287085934264558}",30,0,-132.65641220265618,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.8278681409554577}",25,0,-73.07997137245836,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,0,-32.030802954191344,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.8261816497997668}",20,0,-94.70163544494233,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
400,False,"{'a': 0.5, 'e': 0.8253356149096783}",30,5,-195.79297193322174,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",1
401,False,"{'a': 0.5, 'e': 0.8244877230148044}",25,0,-3.7406534933832587,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
402,False,"{'a': 0.5, 'e': 0.8236379760229016}",25,0,-166.09122797921657,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
403,False,"{'a': 0.5, 'e': 0.8227863758459002}",25,0,-21.48395403637405,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.8219329243999002}",20,0,-69.02773863585672,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.8210776236051671}",25,0,-138.78194029715593,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
406,False,"{'a': 0.5, 'e': 0.8202204753861273}",20,11,-5.551588806308905,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.8193614816713639}",25,0,-156.61721446201835,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-139.73940372570252,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
409,False,"{'a': 0.5, 'e': 0.8176379654897563}",30,20,-89.52337434691309,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
410,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-105.11230109369512,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
411,False,"{'a': 0.5, 'e': 0.8159070905719784}",20,0,-38.107469402128494,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-49.09477181779445,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.8141688724958926}",20,0,-170.08549067084127,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
414,False,"{'a': 0.5, 'e': 0.8132970146596414}",20,0,-43.75049501941069,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.8124233269054502}",30,14,-74.79059749886737,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,0,-87.82453849881722,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.8106704695105493}",30,0,-125.44090961297576,"{0: 19, 1: 0, 2: 9, 3: 1, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.8097913038137682}",20,0,-13.533372226033396,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.8089103160868949}",20,0,-95.66531940696372,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-46.287288216515755,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.807142882475856}",25,6,-20.050668117718466,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.806256440568415}",20,0,-115.65557727498295,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.8053681845843228}",20,13,-6.343686059316483,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.8044781165221552}",35,0,-122.01506813829634,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.8035862383845647}",25,0,-164.17731251510065,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
426,False,"{'a': 0.5, 'e': 0.802692552178277}",25,0,-99.9607278105284,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.8017970599140853}",30,0,-207.9046273955083,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",1
428,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,0,-32.34887708777256,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.8000006652754789}",20,0,-72.43569661508289,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.7990997669429512}",20,0,-0.9554026696498285,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.7981970706362849}",30,19,-12.460988328938635,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.7972925783865464}",25,0,-146.0672612977878,"{0: 12, 1: 7, 2: 3, 3: 1, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.796386292228843}",20,0,-131.53194188340964,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
434,False,"{'a': 0.5, 'e': 0.795478214202318}",20,0,-53.732632569725865,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
435,False,"{'a': 0.5, 'e': 0.7945683463501467}",25,0,-89.61997678702149,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,8,-5.395332020039798,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.7927432493616966}",20,0,-121.71846240226625,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
438,False,"{'a': 0.5, 'e': 0.7918280243318853}",20,0,-164.40181591876885,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
439,False,"{'a': 0.5, 'e': 0.7909110176893532}",25,2,-11.844635516014687,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,0,-83.08398003816104,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.7890716678231894}",20,0,-11.644596650971447,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.7881493287380938}",25,15,-32.313676633844466,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.7872252163173412}",30,0,-50.9958052696576,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.786299332640184}",20,0,-94.1868540266191,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.7853716797898601}",20,6,-92.90536081867384,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 1}",1
446,False,"{'a': 0.5, 'e': 0.7844422598535878}",25,0,-100.64749774221106,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.783511074922562}",25,8,-108.33911233578293,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.7825781270919481}",30,0,-113.01720475681374,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.7816434184608784}",25,4,-33.41097142171079,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.7807069511324468}",30,3,-102.32079035791763,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 2}",1
451,False,"{'a': 0.5, 'e': 0.7797687272137047}",30,0,-194.42669300576517,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
452,False,"{'a': 0.5, 'e': 0.7788287488156552}",25,0,-79.48852622915476,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.7778870180532494}",30,0,-86.36130500800367,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.7769435370453813}",25,0,1.8109339640870203,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.7759983079148826}",30,7,-109.97838128637714,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 2}",1
456,False,"{'a': 0.5, 'e': 0.7750513327885183}",20,0,-45.83067150259254,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.7741026137969824}",25,0,-124.52430571056523,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
458,False,"{'a': 0.5, 'e': 0.7731521530748919}",25,0,-91.4111282563982,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.7721999527607832}",20,0,-43.56503722613899,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.7712460149971065}",20,0,-56.252437878258064,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.7702903419302216}",25,0,-67.55495911101166,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.7693329357103922}",25,0,-121.2737303377918,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.768373798491782}",30,0,-161.77007452733477,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
464,False,"{'a': 0.5, 'e': 0.7674129324324493}",25,0,-66.23862724308681,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.7664503396943425}",20,7,-7.6759412154959605,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.7654860224432947}",25,0,-111.45322834133562,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
467,False,"{'a': 0.5, 'e': 0.7645199828490193}",20,0,-69.889458105206,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.7635522230851051}",30,0,-131.49622771901457,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 3}",0
469,False,"{'a': 0.5, 'e': 0.762582745329011}",35,5,-59.27963987194126,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.7616115517620617}",30,20,-79.09744667508251,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
471,False,"{'a': 0.5, 'e': 0.7606386445694422}",25,7,-84.22386894710327,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,16,8.491447302211995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.7586876980672065}",20,0,-46.30821871695578,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.7577096631472192}",20,0,-2.637223075667136,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.7567299233808094}",20,0,-130.01629323441028,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
476,False,"{'a': 0.5, 'e': 0.7557484809723913}",25,0,-125.25298721939483,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
477,False,"{'a': 0.5, 'e': 0.7547653381302097}",20,0,-197.81989475459216,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
478,False,"{'a': 0.5, 'e': 0.753780497066336}",35,0,-178.6779277792715,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 3}",0
479,False,"{'a': 0.5, 'e': 0.7527939599966617}",25,3,-59.9260951267861,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.7518057291408949}",20,0,-134.6710923636239,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.7508158067225549}",20,15,-3.860216889119138,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.7498241949689665}",25,7,-77.0814512743015,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
483,False,"{'a': 0.5, 'e': 0.7488308961112556}",25,0,-82.09135945614767,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.7478359123843445}",35,7,-46.43952975191932,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.746839246026946}",20,0,-95.15288357625371,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
486,False,"{'a': 0.5, 'e': 0.745840899281559}",30,0,-77.02153198786942,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.7448408743944632}",20,11,-39.84229139670895,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.7438391736157144}",20,1,-95.9234645441046,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 2}",1
489,False,"{'a': 0.5, 'e': 0.7428357991991387}",25,0,-86.93275165593987,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.7418307534023282}",30,0,-62.89473366644323,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.7408240384866355}",25,5,-1.332522732972559,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.7398156567171686}",20,6,-43.99946042415709,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
493,False,"{'a': 0.5, 'e': 0.7388056103627864}",20,0,-24.68077356910494,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.7377939016960925}",20,10,-20.37936526931036,"{0: 5, 1: 4, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.7367805329934309}",25,0,-71.19012891272902,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
496,False,"{'a': 0.5, 'e': 0.7357655065348812}",20,0,-46.71892669394458,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.7347488246042518}",25,0,-14.761174614649875,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.7337304894890774}",35,0,-220.53589755945777,"{0: 21, 1: 2, 2: 6, 3: 3, 4: 3}",0
499,False,"{'a': 0.5, 'e': 0.732710503480611}",30,12,-98.92079258930389,"{0: 11, 1: 2, 2: 1, 3: 3, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-127.60227866453715,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
501,False,"{'a': 0.5, 'e': 0.7306655879673845}",20,0,-52.16548621508884,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.7296406630636835}",25,8,-53.09368750379681,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
503,False,"{'a': 0.5, 'e': 0.7286140964687983}",30,0,-119.98144013226654,"{0: 18, 1: 7, 2: 3, 3: 0, 4: 2}",0
504,False,"{'a': 0.5, 'e': 0.7275858904925034}",20,0,-154.11053330421072,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
505,False,"{'a': 0.5, 'e': 0.726556047448262}",20,0,-21.096157706489205,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.7255245696532203}",20,0,-77.93192540195199,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.7244914594282029}",25,5,-89.42064360684056,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,0,-104.61839905851502,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
509,False,"{'a': 0.5, 'e': 0.7224203509898993}",30,0,-97.26948800671747,"{0: 19, 1: 4, 2: 4, 3: 3, 4: 0}",0
510,False,"{'a': 0.5, 'e': 0.7213823574366063}",20,0,-50.290962429216854,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.7203427407733132}",20,5,-8.830385812840648,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.7193015033391573}",35,9,-80.09462583947104,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 1}",1
513,False,"{'a': 0.5, 'e': 0.7182586474769224}",20,1,-107.85248689392795,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 2}",1
514,False,"{'a': 0.5, 'e': 0.7172141755330337}",20,0,-41.43310980606215,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
515,False,"{'a': 0.5, 'e': 0.7161680898575525}",25,0,-72.51394295055329,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.7151203928041714}",35,0,-118.52174139939318,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.7140710867302081}",25,0,-109.32283133404707,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
518,False,"{'a': 0.5, 'e': 0.7130201739966009}",30,0,-2.3504447718046646,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.7119676569679031}",20,0,-24.165782307633492,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.7109135380122773}",25,0,-44.01732323362201,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
521,False,"{'a': 0.5, 'e': 0.7098578195014911}",30,0,-29.255695280158783,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.7088005038109104}",25,6,-61.17874612561148,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.7077415933194952}",30,7,-31.840854052685938,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.7066810904097934}",20,0,-55.48317173128253,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.7056189974679365}",20,9,-6.217060304099895,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.7045553168836329}",30,18,-53.355015245561205,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.7034900510501637}",30,13,-52.38971251515338,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.7024232023643763}",25,3,-99.68849486275936,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 1}",1
529,False,"{'a': 0.5, 'e': 0.7013547732266799}",25,4,-115.69812617789383,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 2}",1
530,False,"{'a': 0.5, 'e': 0.7002847660410396}",25,0,-114.75980549958362,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.6992131832149713}",20,0,-38.658997197739836,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.6981400271595356}",25,2,-34.63465860907094,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.6970653002893334}",20,0,-36.24296343005264,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.6959890050224995}",20,0,-75.9266260411225,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.6949111437806981}",25,11,-2.6233709773842957,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.6938317189891162}",30,12,-39.35899022306155,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.6927507330764594}",35,0,-122.28848470954804,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
538,False,"{'a': 0.5, 'e': 0.6916681884749454}",25,0,-104.07086863992845,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
539,False,"{'a': 0.5, 'e': 0.6905840876202991}",25,6,9.172964175272298,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.689498432951747}",20,0,-33.538638552020466,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.6884112269120116}",20,3,-19.26664181438929,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.6873224719473061}",20,9,-33.11233124117392,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.6862321705073288}",20,12,-27.25155316996307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-139.46951117975698,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
545,False,"{'a': 0.5, 'e': 0.6840469380177434}",35,25,9.522978786758298,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.6829520118849075}",20,0,-47.388655626040915,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.6818555491103332}",20,0,-121.50597201471369,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",1
548,False,"{'a': 0.5, 'e': 0.6807575521610608}",20,15,-1.6302645527729487,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.6796580235075834}",25,0,-1.6279486877610656,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
